replica;tModel;sigmaIndex;nRey;nTess;nBo;nMave;selTrueModel;departTrueModel;replicated;firstTGM;numSwitches;avgContTGM;sdContTGM;changesBeforeFirstTGM;replicatedTGM;replicatedNTGM;biasBeta1
11;Y ~ X1 + X2;0.2;1;1;1;1;0.398818181818182;0.910168718650251;0.835920959774171;9;789;11.1063291139241;10.4902098638614;4;0.918772563176895;0.782734646581692;-0.223358090909091
12;Y ~ X1 + X2;0.2;1;1;1;1;0.419727272727273;0.916161178509532;0.836482558139535;23;775;11.8994845360825;11.0004791881658;5;0.918965517241379;0.776381909547739;0.226288918181818
13;Y ~ X1 + X2;0.2;1;1;1;1;0.393454545454545;0.905015021955165;0.822924320352682;18;823;10.504854368932;10.20578890774;4;0.911428571428571;0.767344497607656;-0.0923966454545454
14;Y ~ X1 + X2;0.2;1;1;1;1;0.410363636363636;0.912715994683208;0.834326135517498;12;788;11.4568527918782;11.4418283670185;2;0.915531335149864;0.777917981072555;0.0614167
15;Y ~ X1 + X2;0.2;1;1;1;1;0.412818181818182;0.91431718061674;0.822989349981638;1;779;11.6435897435897;10.9285432006903;1;0.909248055315471;0.759259259259259;0.199139963636364
16;Y ~ X1 + X2;0.2;1;1;1;1;0.402272727272727;0.908022598870057;0.831734317343173;12;814;10.8722358722359;10.0569016893647;2;0.903398926654741;0.781407035175879;-0.157367254545455
17;Y ~ X1 + X2;0.2;1;1;1;1;0.397545454545455;0.903727418248342;0.801932367149758;63;842;10.3871733966746;9.60777100361771;13;0.899628252788104;0.736842105263158;0.132393572727273
18;Y ~ X1 + X2;0.2;1;1;1;1;0.426909090909091;0.915690866510539;0.845315904139434;26;791;11.8585858585859;11.4359062348754;4;0.916737468139337;0.792010145846544;-0.0404955727272727
19;Y ~ X1 + X2;0.2;1;1;1;1;0.421272727272727;0.91238670694864;0.837303041407109;9;812;11.4137931034483;11.1495427308794;3;0.921821305841924;0.77444089456869;0.140117845454545
20;Y ~ X1 + X2;0.2;1;1;1;1;0.399181818181818;0.907061503416857;0.812545322697607;34;817;10.7359413202934;10.3081779906414;7;0.89786443825441;0.757882212968471;0.0567717272727273
21;Y ~ X1 + X2;0.2;1;1;1;1;0.345636363636364;0.907680168332457;0.831036983321247;48;702;10.8319088319088;10.632978701203;11;0.907922912205567;0.791666666666667;0.0668226909090909
22;Y ~ X1 + X2;0.2;1;1;1;1;0.376818181818182;0.905646718146718;0.835925925925926;26;783;10.5739795918367;9.61295143404146;12;0.905138339920949;0.794431279620853;-0.0470942636363637
23;Y ~ X1 + X2;0.2;1;1;1;1;0.422545454545455;0.915447504302926;0.829243000345662;44;786;11.8269720101781;10.5342292048607;5;0.909235668789809;0.767868051313378;-0.211005418181818
24;Y ~ X1 + X2;0.2;1;1;1;1;0.377454545454545;0.913535645472062;0.830532713621738;25;718;11.5333333333333;10.5050193600428;2;0.915879017013232;0.778608395629672;-0.0436284
25;Y ~ X1 + X2;0.2;1;1;1;1;0.439454545454545;0.909805544062888;0.834723275208491;2;872;11.0871559633028;10.7584436845461;2;0.915397631133672;0.769230769230769;0.0534881090909091
26;Y ~ X1 + X2;0.2;1;1;1;1;0.414090909090909;0.909530083443127;0.827338129496403;16;825;11.0290556900726;10.0578003505996;2;0.8971477960242;0.777572396796057;0.043372
27;Y ~ X1 + X2;0.2;1;1;1;1;0.413272727272727;0.909810822701276;0.824497257769653;22;820;11.0878048780488;9.90182110443974;2;0.905525846702317;0.768133911965282;0.160854
28;Y ~ X1 + X2;0.2;1;1;1;1;0.419181818181818;0.915419648666233;0.840590405904059;3;780;11.8230769230769;11.8563371606961;1;0.916521739130435;0.784615384615385;-0.220651636363636
29;Y ~ X1 + X2;0.2;1;1;1;1;0.424272727272727;0.911058722674668;0.839405204460967;99;831;11.21875;11.3724560242762;17;0.908765652951699;0.790076335877863;0.0689894545454545
